,BiLSTM,LSTM Hao 2020,LSTM1,LSTM2,LSTM3,y_test_target
0,0.3147523403167724,-0.5656130909919739,0.3193466961383819,0.4213680326938629,-0.5215378403663635,0
1,0.3162111639976501,-0.5700929164886475,0.3226816356182098,0.4213476479053497,-0.5187610983848572,0
2,0.3213055729866028,-0.5132664442062378,0.3346673250198364,0.4216358661651611,-0.5120214223861694,0
3,0.3219292163848877,-0.5206518769264221,0.3295062780380249,0.4211624264717102,-0.518948495388031,0
4,0.3228799104690552,-0.499044805765152,0.3252159357070923,0.4208319783210754,-0.5231748819351196,0
5,0.3240302801132202,-0.4424185156822204,0.328572928905487,0.4211326837539673,-0.5188935995101929,0
6,0.3271887898445129,-0.4443447291851043,0.332460880279541,0.4211484789848327,-0.5172778367996216,0
7,0.3345621228218078,-0.3547283113002777,0.339604377746582,0.4216177761554718,-0.514480710029602,0
8,0.3435220122337341,-0.231310173869133,0.3549862504005432,0.4228384494781494,-0.5005922317504883,0
9,0.3463848233222961,-0.1823673397302627,0.3725305795669555,0.4236703813076019,-0.4838030338287353,0
10,0.354654848575592,-0.1137442588806152,0.3842748403549194,0.4244488477706909,-0.4725823402404785,0
11,0.3563100397586822,-0.0601673126220703,0.3859007954597473,0.4248338341712951,-0.4728201627731323,0
12,0.3447627425193786,-0.1442119628190994,0.3795672059059143,0.4240268766880035,-0.4748366475105285,0
13,0.3594148159027099,-0.0816173404455185,0.3964012563228607,0.424907773733139,-0.457533985376358,0
14,0.3789453506469726,0.0447442755103111,0.4127978086471557,0.4267023205757141,-0.4384387135505676,0
15,0.379952073097229,0.035181887447834,0.4174239635467529,0.4276162385940552,-0.4252527356147766,0
16,0.3948729038238525,0.1609550714492797,0.4396278262138366,0.4296015799045563,-0.3990178108215332,1
17,0.4005974531173706,0.1833189874887466,0.4480234980583191,0.4307759404182434,-0.3860263526439667,0
18,0.4003802537918091,0.2196845859289169,0.4557268023490906,0.4318774938583374,-0.3702280819416046,0
19,0.402436226606369,0.2452607303857803,0.4631113708019256,0.4333632886409759,-0.3531475961208343,1
20,0.4102357029914856,0.3028504848480224,0.4730477631092071,0.4350387454032898,-0.3342082798480987,1
21,0.4099376499652862,0.2905649840831756,0.47165447473526,0.435810923576355,-0.3272184431552887,1
22,0.4146330952644348,0.3540611863136291,0.4768139123916626,0.4372024238109588,-0.3116641342639923,1
23,0.3981721401214599,0.2251631021499633,0.4630436897277832,0.4369745552539825,-0.3158643245697021,1
24,0.3899200558662414,0.1935307085514068,0.4568972289562225,0.4372057616710663,-0.3124564588069916,1
25,0.3874819874763489,0.1429924070835113,0.4536960422992706,0.4377479255199432,-0.3135376274585724,1
26,0.3746998906135559,0.0957782194018364,0.443128377199173,0.43764728307724,-0.3134866952896118,1
27,0.3701007962226867,0.049216017127037,0.4388626217842102,0.4382509589195251,-0.3118501305580139,1
28,0.3643723130226135,0.0293123498558998,0.4305509924888611,0.43823903799057,-0.3132806122303009,0
29,0.3552520871162414,-0.1210240572690963,0.415901780128479,0.4371069669723511,-0.3276850283145904,0
30,0.3372460901737213,-0.2396938949823379,0.3907733559608459,0.4349417984485626,-0.3519614338874817,0
31,0.3216450810432434,-0.4004628956317901,0.3691275417804718,0.433186262845993,-0.3728134334087372,0
32,0.3214465379714966,-0.4366254210472107,0.3617707788944244,0.4324872493743896,-0.3794647753238678,0
33,0.3252921402454376,-0.4262048006057739,0.3620575666427612,0.4328269064426422,-0.3812619745731354,0
34,0.3392504453659057,-0.3523688912391662,0.3752982020378113,0.4339202642440796,-0.3695670068264007,0
35,0.3557304143905639,-0.2845444083213806,0.3954789042472839,0.4352734386920929,-0.3522536158561706,0
36,0.3845378160476684,-0.0908593758940696,0.4275011420249939,0.4380715191364288,-0.3246012032032013,0
37,0.390143483877182,-0.0763429030776023,0.4433414936065674,0.4392983615398407,-0.3065384328365326,0
38,0.3954606056213379,-0.0253174249082803,0.4506493210792541,0.4402887225151062,-0.2967356741428375,0
39,0.4037788808345794,0.0817674249410629,0.461832195520401,0.4419677257537842,-0.2792526185512543,0
40,0.4181582033634186,0.1309642344713211,0.4742290675640106,0.4434114992618561,-0.2615688741207123,0
41,0.4096541404724121,0.1526545137166977,0.467545747756958,0.4436254799365997,-0.2601814270019531,0
42,0.4192153811454773,0.2175158709287643,0.470711350440979,0.4450933635234833,-0.2495305836200714,0
43,0.4304410815238952,0.3149671554565429,0.4879912137985229,0.4467572569847107,-0.2316025495529174,0
44,0.4608748257160187,0.509273886680603,0.5228750109672546,0.4505928754806518,-0.1947853416204452,1
45,0.4692314863204956,0.5922432541847229,0.5410590767860413,0.4534479975700378,-0.1715333461761474,0
46,0.4705457687377929,0.6820986866950989,0.5541940331459045,0.4564395546913147,-0.1483430862426757,1
47,0.4655817151069641,0.6586971282958984,0.5586249828338623,0.4575709402561188,-0.1372449845075607,1
48,0.4648310542106628,0.6807480454444885,0.5622947216033936,0.4585779011249542,-0.1265337914228439,1
49,0.4801977574825287,0.7275923490524292,0.5758085250854492,0.4617044627666473,-0.1007773354649543,1
50,0.4775134921073913,0.6876147985458374,0.5723340511322021,0.4634889662265777,-0.0890445560216903,1
51,0.4554845690727234,0.5790970921516418,0.5533378720283508,0.4638246297836303,-0.0941081568598747,1
52,0.4406267404556274,0.4519605636596679,0.534949004650116,0.463524729013443,-0.1014922782778739,1
53,0.4075950384140014,0.2750832140445709,0.5031756162643433,0.4616174399852752,-0.126336008310318,1
54,0.378634512424469,0.0961411595344543,0.474185436964035,0.4599985778331756,-0.143631562590599,0
55,0.3659743368625641,-0.0589300841093063,0.4549579322338104,0.4586728513240814,-0.1604686826467514,0
56,0.3587109446525574,-0.0921716317534446,0.4355581104755401,0.4572749733924866,-0.1816622465848922,0
57,0.3468072116374969,-0.2265873253345489,0.4179147183895111,0.4550341665744781,-0.2000066339969635,0
58,0.3384122848510742,-0.3172755837440491,0.4052857160568237,0.4528415501117706,-0.217496171593666,0
59,0.3577830791473388,-0.2547685503959656,0.4213146269321441,0.4543346464633941,-0.2054834067821502,0
60,0.3761854171752929,-0.240505650639534,0.4369934201240539,0.455119639635086,-0.1992495208978653,0
61,0.3790336847305298,-0.1790004223585128,0.4477921426296234,0.4561166167259216,-0.1884271800518036,0
62,0.3973615765571594,-0.1323402673006057,0.4626966714859009,0.4582524001598358,-0.1700292974710464,1
63,0.4112136662006378,0.0220991633832454,0.4784817397594452,0.460563600063324,-0.1515894383192062,1
64,0.4219148755073547,0.0268568880856037,0.4872103035449981,0.4617173671722412,-0.1401308327913284,1
65,0.4254809617996216,0.0370593145489692,0.4888442754745483,0.4616316556930542,-0.1365390419960022,1
66,0.4272883534431457,0.1147825345396995,0.4863827228546142,0.4624218344688415,-0.1384967416524887,1
67,0.4085426330566406,0.0497024208307266,0.4740076065063476,0.4611752331256866,-0.1429763734340667,1
68,0.4061927199363708,0.0841081216931343,0.4738413989543915,0.4613938331604004,-0.1434125155210495,1
69,0.409479022026062,0.1611693650484085,0.4719170928001404,0.4616853594779968,-0.1461712718009948,1
70,0.3968099951744079,0.0832110792398452,0.4654544293880462,0.4599878191947937,-0.1580240875482559,1
71,0.380204439163208,0.03728499263525,0.4550296068191528,0.4577088356018066,-0.1736911088228225,0
72,0.362802505493164,-0.095737300813198,0.434270441532135,0.4548979699611664,-0.198928564786911,0
73,0.351897656917572,-0.1412594020366668,0.4216082692146301,0.4526108801364898,-0.2166893631219864,0
74,0.3508913516998291,-0.2116062492132187,0.4194504916667938,0.4513522088527679,-0.2230540513992309,0
75,0.3692928552627563,-0.1572949886322021,0.4333628118038177,0.4519072771072387,-0.2162970602512359,0
