,BiLSTM,LSTM Hao 2020,LSTM1,LSTM2,LSTM3,y_test_target
0,0.5118693113327026,-0.0804904177784919,0.4808372259140014,0.4812659025192261,-0.1506407260894775,0
1,0.5116459131240845,-0.0794098153710365,0.4826790690422058,0.4818066656589508,-0.1387301832437515,0
2,0.5111892223358154,-0.0722957029938697,0.4838154017925262,0.4826719760894775,-0.124481052160263,1
3,0.5109429359436035,-0.0654561966657638,0.4860934019088745,0.4836840331554413,-0.112132728099823,1
4,0.5109209418296814,-0.0646578893065452,0.4890705049037933,0.4846302270889282,-0.1003615260124206,1
5,0.5106475353240967,-0.058692380785942,0.4917416274547577,0.4860081076622009,-0.0913567543029785,1
6,0.5109779238700867,-0.0494565516710281,0.494102269411087,0.4875203669071197,-0.0785944312810897,0
7,0.5115152597427368,-0.0459741130471229,0.4929625988006592,0.4885033667087555,-0.0675965100526809,0
8,0.5118928551673889,-0.034584142267704,0.4915013611316681,0.4895573556423187,-0.06104152277112,0
9,0.5119451284408569,-0.029971519485116,0.4920970797538757,0.4900460541248321,-0.0584700517356395,0
10,0.5120902061462402,-0.0295978318899869,0.4938440024852752,0.4901488721370697,-0.0545280687510967,0
11,0.5123787522315979,-0.0265629012137651,0.4942591786384582,0.4903502166271209,-0.0522878132760524,0
12,0.5124315023422241,-0.0234905686229467,0.495495080947876,0.4906688332557678,-0.0503363870084285,0
13,0.5121500492095947,-0.0252649430185556,0.4955544173717499,0.4907215535640716,-0.0479055158793926,1
14,0.5118696093559265,-0.0258494857698678,0.49460369348526,0.4907070696353912,-0.0461574383080005,1
15,0.5114881992340088,-0.0241791512817144,0.4935484826564789,0.4907364249229431,-0.044388722628355,1
16,0.5109744668006897,-0.0208989884704351,0.4935260415077209,0.4911300539970398,-0.0407394431531429,1
17,0.5112501978874207,-0.0219261851161718,0.4940606951713562,0.4913830161094665,-0.0404710061848163,1
18,0.5116269588470459,-0.0213446412235498,0.4929271340370178,0.4917830228805542,-0.04198694601655,1
19,0.511661171913147,-0.0231337379664182,0.4925021231174469,0.4921762347221374,-0.0417921654880046,1
20,0.5119284391403198,-0.0228593926876783,0.4924282729625702,0.4925495088100433,-0.0405790768563747,1
21,0.5118710994720459,-0.0191254075616598,0.4938843548297882,0.4926675260066986,-0.0352745167911052,1
22,0.5117294192314148,-0.0129472445696592,0.4971561133861542,0.4928343892097473,-0.0297041647136211,1
23,0.5116720199584961,-0.0080156084150075,0.501811146736145,0.4931455254554748,-0.0232784636318683,1
24,0.5117778778076172,-0.0083524007350206,0.5045931339263916,0.4933377206325531,-0.0167491324245929,1
25,0.5125769972801208,-0.0090109854936599,0.5051435232162476,0.49318727850914,-0.0179272070527076,1
26,0.513113260269165,-0.0087029859423637,0.5041841268539429,0.4929997324943542,-0.0198348090052604,1
27,0.5135266184806824,-0.0143642034381628,0.5057874917984009,0.4925682544708252,-0.0227178186178207,0
28,0.5135266184806824,-0.0125521104782819,0.5074818730354309,0.4923918545246124,-0.0255627632141113,1
29,0.5135266184806824,-0.015520991757512,0.5091143846511841,0.4918353259563446,-0.0283702351152896,1
30,0.5135266184806824,-0.017951900139451,0.5084269046783447,0.4914995431900024,-0.0334380455315113,0
31,0.5135266184806824,-0.0237116944044828,0.5061923265457153,0.4908852875232696,-0.0394939817488193,0
32,0.5135266184806824,-0.0273994635790586,0.5031545162200928,0.4902698099613189,-0.0484394617378711,0
33,0.5135266184806824,-0.0267150867730379,0.5003781914710999,0.4895139932632446,-0.0616965033113956,0
34,0.5135266184806824,-0.0344750359654426,0.496345579624176,0.4885339736938476,-0.0756793022155761,0
35,0.5135266184806824,-0.0472946465015411,0.4919396638870239,0.4874218702316284,-0.0933160781860351,0
36,0.5135266184806824,-0.0530869588255882,0.4877126812934875,0.4865424335002899,-0.1105169355869293,0
37,0.5135266184806824,-0.0599822178483009,0.4853970110416412,0.4854706525802612,-0.1223852485418319,0
38,0.5135266184806824,-0.0614435076713562,0.4828207194805145,0.4846378862857818,-0.131086379289627,0
39,0.5135266184806824,-0.0655130445957183,0.480654776096344,0.483932763338089,-0.1398821026086807,1
40,0.5135266184806824,-0.0713784247636795,0.4794397950172424,0.4832586348056793,-0.147858589887619,0
41,0.5135266184806824,-0.0744351148605346,0.4775469005107879,0.4828092455863952,-0.1564129292964935,0
42,0.5135266184806824,-0.0781761109828949,0.4762579798698425,0.4823101758956909,-0.1607392877340316,0
43,0.5135266184806824,-0.0798718407750129,0.4742183685302734,0.4820323586463928,-0.1646050810813903,0
44,0.5135266184806824,-0.0815623328089714,0.4746568500995636,0.4817898273468017,-0.1659469604492187,0
45,0.5135266184806824,-0.0839381963014602,0.4757976233959198,0.4816173911094665,-0.1650995314121246,0
46,0.5135266184806824,-0.0811776742339134,0.4781327843666076,0.4817619025707245,-0.1600901037454605,0
47,0.5134438276290894,-0.0791427493095398,0.4804112017154693,0.4820607602596283,-0.1524804681539535,0
48,0.5133708715438843,-0.0755993127822876,0.4823585450649261,0.4825104475021362,-0.1460011601448059,0
49,0.5131352543830872,-0.07288558781147,0.4830701649188995,0.4828352928161621,-0.1393100619316101,0
50,0.5128486156463623,-0.0721955895423889,0.4823697209358215,0.4830589592456817,-0.1341582089662552,0
51,0.512492299079895,-0.0693970769643783,0.4814945757389068,0.4834027588367462,-0.1284524500370025,0
52,0.5124122500419617,-0.0678077712655067,0.4814468324184418,0.483695924282074,-0.1245767027139663,0
53,0.5122370719909668,-0.0641937777400016,0.4821449220180511,0.4842153191566467,-0.1201333999633789,0
54,0.511493444442749,-0.0603350400924682,0.4820265769958496,0.4849903285503387,-0.113147884607315,0
55,0.5109816789627075,-0.0589046329259872,0.4802165925502777,0.4857161939144134,-0.106542021036148,1
56,0.5102317333221436,-0.056732952594757,0.475768119096756,0.4862277805805206,-0.099588543176651,1
57,0.509371817111969,-0.0511206984519958,0.4731467366218567,0.4869872629642486,-0.0921105593442916,1
58,0.5089178681373596,-0.0434275045990943,0.4747946560382843,0.4880730509757995,-0.0834681689739227,0
59,0.5085749626159668,-0.0360065847635269,0.4779549539089203,0.4893759787082672,-0.0706332623958587,0
60,0.5085060596466064,-0.0311272982507944,0.4808096289634704,0.4908250272274017,-0.0595911033451557,0
